Date     NoDur  Durbl  Manuf  Enrgy  HiTec  Telcm  Shops  Hlth   Utils  Other
197505   4.81   1.96   2.12  11.59   5.27   2.14   3.87   6.10   7.49   5.36
197506   4.99   9.94   3.45   6.13   2.18   3.73   7.39   0.84  10.11   5.56
197507  -5.52  -2.22  -5.99  -4.58  -9.42  -4.22  -7.58 -12.09  -5.32  -6.31
197508  -3.52  -4.05  -1.37  -1.52  -3.61  -4.92  -0.61  -3.77  -2.19  -5.45
197509  -2.88  -2.81  -5.84  -1.25  -0.94  -1.64  -3.64  -6.59  -1.59  -6.68
197510  10.36   8.65   5.42  -1.83   8.34   6.81   9.63  10.57   5.88   3.64
197511   3.65   2.84   2.69  -2.26   4.40   2.93   4.03   4.74   2.31   3.24
197512  -1.81  -0.65  -1.61  -0.02  -1.36  -0.47  -3.19  -6.44   0.71  -0.72
197601  10.85  15.44  16.69   8.08  18.30   9.50   8.91   7.75   7.86  12.74
197602  -1.43   3.37   1.44  -3.94   0.70   2.24   4.23  -6.93  -4.27   2.81
197603   0.36   3.42   0.59   7.20   2.88   0.25   3.32   6.41   0.72   1.57
197604  -1.84   1.76  -1.50   2.08  -3.43   1.72  -4.78  -4.35   0.12  -1.73
197605  -2.59  -3.93  -1.72   4.44   0.03  -4.22  -5.97  -3.24  -2.21  -2.05
197606   3.29   4.07   3.78   5.01   8.12   3.24   1.22   3.53   3.63   5.05
197607   1.38  -1.23  -1.97  -0.81  -2.23   1.23  -2.36  -0.42   2.29  -0.22
197608  -0.72  -2.09  -2.08  -1.72  -1.43   3.43   2.62   1.64   2.03  -1.50
197609   1.20   4.31   0.73   5.93   2.80   1.31   0.23   3.60   3.55   0.61
197610  -1.78  -1.35  -3.72  -2.65  -4.53   1.26  -1.07  -3.88  -1.35  -0.65
197611   1.24  -2.55  -1.10   0.07   1.04   1.90   4.53 -10.13   2.38   1.61
197612   4.98   9.46   5.90   6.22   3.76   3.17   2.19   6.23   5.95   8.05
197701  -4.27  -4.29  -6.01   0.09  -3.91   0.09  -7.15  -8.94   0.37  -4.33
197702  -1.80  -4.16  -1.21  -3.79  -1.30  -0.36  -2.36  -0.67  -4.20  -2.09
197703  -1.77  -3.59  -0.36  -2.13  -0.17  -1.29  -2.88  -1.94  -0.41  -0.51
197704   0.37   2.98   0.46   2.54  -3.47   0.66  -3.60  -5.25   1.43   1.98
197705  -1.44  -1.75  -3.31  -1.42  -2.17   0.11  -3.22  -2.62   0.86  -1.27
197706   4.11   4.07   3.15   5.99   7.66   1.67   5.84   9.00   5.17   4.98
197707   1.08  -2.62  -3.63  -1.87  -0.18  -0.87  -0.37  -2.30   0.42  -0.54
197708  -0.39  -1.57  -1.77  -6.73  -0.19  -3.57   4.19   3.11  -4.05  -1.66
197709  -0.14   1.31  -1.21   0.72  -1.89   3.18  -0.83  -0.92   1.45  -0.42
197710  -3.53  -4.66  -4.60  -3.74  -3.23  -5.07  -3.28  -1.84  -3.60  -4.68
197711   4.03  -0.36   3.46   2.41   4.49   0.81   4.99   5.38   3.35   6.04
197712  -0.35  -0.76   0.60   1.79   2.28   1.85  -1.52   0.55  -0.88   0.21
197801  -5.49  -7.07  -6.13  -7.14  -4.74  -4.17  -7.05  -1.96  -5.05  -5.54
197802  -0.42  -0.52  -3.11  -2.10  -4.26   2.60  -1.05  -3.64  -1.26  -0.57
197803   3.70   5.78   3.56   1.97  -0.85   2.29   2.53   4.03   1.88   4.97
197804   6.74   9.44  11.26   6.71  13.28   2.95  10.67   9.13  -0.33   9.14
197805   3.73  -0.93   3.59  -0.38   0.88  -1.82   0.77   4.54  -0.18   2.08
197806  -0.68  -3.20  -1.76  -3.79  -0.50  -1.84  -2.16   1.06   0.13  -0.68
197807   3.37   4.40   7.45   3.27   8.56   1.42   4.85   8.72   2.41   6.37
197808   3.67   2.09   3.30   4.06   5.34   2.08   5.10   0.45  -0.48   5.95
197809  -0.79  -0.78  -2.28   4.70  -4.26   0.91  -2.79  -2.79  -0.87  -1.60
197810 -11.75 -11.40 -11.64 -11.10 -10.88  -4.54 -14.27 -12.96  -7.74 -14.31
197811   1.57  -1.24   2.23   5.44   4.31   1.52   2.04   4.56   2.14   2.06
197812   1.34  -0.70   1.24   2.88   6.31  -0.24  -0.85   3.29  -1.98   0.84
197901   3.99   4.73   6.05   2.75   4.27   3.63   5.39   1.31   5.76   5.85
197902  -4.05  -4.71  -5.13  -0.14  -4.06  -2.17  -4.88  -5.09  -2.52  -3.63
197903   3.58   6.53   7.02   9.25   7.47  -0.19   5.69   4.84   1.65   7.65
197904   0.03   2.73  -0.59   4.15   0.28  -2.14   0.44   0.26  -3.22   1.30
197905  -2.30  -2.30  -2.95  -3.30  -2.72  -1.64  -3.12  -3.29   0.31  -0.77
197906   2.75   2.91   3.20   9.14   0.36   1.78   2.70   4.77   4.21   6.53
197907   1.88   1.78   1.85   1.41  -1.58  -0.13   0.89   0.02   1.58   3.10
197908   6.95   3.82   6.81   7.16   5.17  -0.20   8.21   7.79   1.06   5.41
197909  -2.33   0.08  -0.93   5.80  -1.87  -2.61  -0.98  -0.57  -2.68  -1.02
197910  -7.88  -9.70  -9.11  -2.82  -7.80  -5.05  -9.05  -4.50  -6.55 -10.39
197911   4.46  -3.82   4.09   8.28   7.33   2.28   3.36   8.15   6.79   6.55
197912   2.97   3.24   4.06   2.63   1.66  -1.92   2.71   1.94  -1.63   3.68
198001   2.92   8.75   6.81  13.88   7.32  -2.07   0.68  -1.40   1.00   5.26
198002  -5.35  -7.51  -3.28  11.95  -4.27  -3.29  -5.42  -5.28  -4.40  -3.68
198003  -8.69  -8.81 -11.99 -17.87 -12.83  -3.06  -8.76  -2.98  -7.39 -12.73
198004   6.30  -2.24   2.99   6.57   0.67   7.28   3.10   4.15  11.34   5.82
198005   7.28   3.18   5.49   3.33   3.94   3.10  10.03   6.34   3.54   7.67
198006   2.45   2.70   2.07   5.71   2.88  -0.87   2.09   0.05   3.81   4.67
198007   7.57  11.62  10.53   1.35  15.42   1.00  10.38   8.72  -0.69   6.43
198008   0.88   0.83   1.09   3.19   2.98   4.57   1.43  -0.26  -2.02   2.25
198009  -0.25   0.59   2.78   6.71   1.88  -1.97   0.87   3.51  -0.61   3.26
198010   0.00  -1.89   0.09   7.63   1.90  -3.26  -1.84  -1.50   1.32   1.33
198011   0.42   4.19   7.93  24.08   9.15  -1.75   2.44   8.33   6.60   7.03
198012   0.61  -1.58  -2.38 -10.95  -1.28   0.62  -1.71   4.47  -2.68  -1.13
198101   1.78  -2.30  -2.20 -10.51  -8.12   5.51   0.19  -1.64  -3.24  -2.76
198102   2.00   5.76   3.77  -1.16  -0.17   0.12   2.23   1.27  -2.29   1.35
198103   6.43   6.68   5.60  -2.58   4.87   0.97  12.43   5.72   2.09   8.01
198104   1.00   1.70  -1.04  -7.60   0.11   6.19   2.77   2.91  -3.13   0.73
198105   2.15   2.32  -0.84  -4.85   3.59   5.25   2.21   2.98   0.92   2.20
198106  -0.69  -4.57  -1.68   4.64  -6.79  -2.08  -1.82  -5.72   2.59  -1.39
198107  -0.80  -3.08  -2.95   7.75  -3.83   0.35  -3.41  -4.01   2.24  -2.86
198108  -5.64  -8.43  -7.49  -7.23  -7.88  -2.76  -5.79  -8.36  -1.80  -5.92
198109  -2.66  -3.40  -7.29 -12.42  -4.03   2.75  -3.98  -1.38  -6.45  -5.83
198110   7.25  -4.27   3.43   9.50   5.07   6.02   6.59   7.79   4.18   6.86
198111   2.14   4.11   3.59   6.25   0.86   0.90   0.54   3.38   4.84   4.68
198112  -2.19  -0.07  -1.76  -6.67  -0.17  -1.61  -2.43  -0.89  -3.15  -4.11
198201  -1.13   1.18  -3.39  -8.62   2.72   0.65  -0.02   1.33  -1.24  -3.47
198202  -2.44  -2.64  -6.49 -12.08  -5.88  -7.45  -1.99  -2.36  -1.50  -4.31
198203   1.90   3.19  -2.07  -3.79  -3.70   1.86   3.96  -2.72   0.66  -1.86
198204   6.47   4.43   2.89   4.34   7.36  -0.19   5.22   7.26   3.20   3.54
198205  -3.83  -2.46  -5.39   1.10  -6.11  -3.03  -3.20  -3.69  -1.70  -5.96
198206   1.28   2.25  -2.92  -6.63  -2.47  -2.62   2.69  -0.87  -3.03  -2.92
198207  -0.63  -0.42  -2.55  -8.14   1.50   1.16  -0.07   0.67  -3.28  -3.25
198208   8.65  13.08  12.89   8.29  12.05   8.76  11.94  11.71  10.62  10.77
198209   4.83  -1.10  -1.23   1.86   1.08   0.99   4.44   1.28   0.28   3.70
198210  10.36  16.52  12.62   5.20  16.91   8.14  16.73   8.21   4.23  15.42
198211   4.65   7.44   5.07  -5.48  10.11   4.27  10.65   4.70  -0.92   7.21
198212   0.54   3.07   0.60   5.38   2.61  -1.28  -2.33   0.47   3.37  -1.67
198301  -1.23   5.07   4.81   3.44   8.35  12.30   1.28   1.31   3.06   2.60
198302   3.40   3.13   3.52  -1.50   3.15  -1.81   7.70   2.30   0.40   4.32
198303   6.97  -1.34   1.94   5.81   0.58   0.17   8.40   4.53  -0.47   4.56
198304   6.18  11.00   6.18   9.41   7.46   5.11   8.55   5.06   4.19   8.08
198305  -1.29  -2.54   1.62   0.07   2.30  -1.39   0.09  -3.24   1.60   2.14
198306   2.61  10.12   1.45   6.40   6.05  -1.19   5.98   6.80  -1.15   1.28
198307  -2.71  -3.68  -2.61  -2.35  -5.41  -5.21  -3.43  -5.68   0.46  -3.81
198308   0.24  -2.87   0.14   5.99  -1.44   2.08  -5.12  -1.56   0.49  -1.21
198309   4.21   4.17   2.21  -4.91   2.06   0.76   2.16   1.22   3.87   1.34
198310  -0.41   0.29  -2.48  -2.26  -6.95  -5.25  -1.73  -2.25   2.47  -4.21
198311   1.87   3.38   5.76  -1.69   1.89   3.07   4.11  -3.53  -2.53   4.31
198312  -0.79   0.91  -1.23   1.84   0.29  -3.06  -4.92  -3.65  -4.46  -1.21
198401  -0.89  -5.48  -3.68   9.63  -6.18   4.03  -6.04  -0.75   0.86  -1.81
198402  -6.13  -6.58  -7.15   2.98  -6.33  -3.80  -4.81  -2.47  -4.34  -5.21
198403   1.17   0.06   3.03   0.10   1.78  -5.57   1.09  -0.84  -1.05   2.07
198404   0.27   1.19  -0.20   3.93  -0.49   2.15   0.10   2.18  -0.92  -2.27
198405  -2.76  -6.21  -6.24  -6.05  -5.92  -3.61  -5.50  -7.07  -1.97  -7.22
198406   5.87   1.64   2.98  -2.36   1.68  10.77   7.19   3.76  -0.49   1.81
198407  -1.87   2.46  -1.73  -7.46  -2.35   2.85  -0.05  -4.00  -0.59  -1.95
198408   8.31   9.37  11.34  12.66  13.44   7.08   9.54   9.65   6.58  10.75
198409   0.93  -0.43  -2.64   2.04  -3.96   2.72  -0.12  -4.45   4.08   1.81
198410   1.25   2.04   0.32  -5.00  -0.91  -3.65  -0.87   1.50   2.58   0.55
198411  -0.09  -3.90  -1.96  -1.72  -3.90   0.39  -3.13  -0.58   2.08  -0.63
198412   2.13   4.49   1.92  -0.72   2.34   4.01   0.53   2.65   1.85   3.17
198501   4.83   9.67   8.26   6.05  12.53   5.12  13.09   8.13   1.79   9.64
198502   4.68  -2.32   0.86   3.02  -1.66   3.30   1.75   3.07   0.55   1.86
198503   4.37  -5.31  -2.93   1.40  -6.10   3.37  -0.70   2.94   5.27  -0.61
198504  -2.25  -3.60  -1.68   3.65  -3.67  -0.94  -0.02  -1.84   1.15   1.33
198505   7.55   5.10   5.59  -0.32   2.46   8.29   9.29   9.10   4.56   6.06
198506   2.39   1.43   1.31  -0.87  -0.79   3.62   1.42   2.17   2.92   2.52
198507  -2.72   2.24   3.34  -0.68   4.40  -5.05  -4.15  -0.54  -5.19  -0.29
198508   0.46  -3.16  -1.68   0.44  -2.90   0.41  -0.93  -1.24   1.01  -0.79
198509  -0.97  -3.58  -4.10  -1.42  -4.82  -4.80  -4.41  -3.97  -5.98  -5.27
198510   3.45   0.68   3.15   5.59   2.99   3.49   6.66   3.11   5.69   6.17
198511   8.11   9.43   7.34  -0.33   8.28   7.26   7.59   9.32   3.35   7.13
198512   5.16   6.81   4.34  -3.26   8.17   5.45   4.44   3.36   4.21   4.14
198601   1.68   2.02   1.43  -7.13  -0.30  -4.30   1.37   1.01   3.32   3.40
198602  10.57  10.20   9.73  -0.32   4.66   7.30   7.41   5.64   5.71   8.10
198603   7.76   7.84   5.83  -0.09  -0.14   3.21   8.53  11.99   3.37   5.44
198604   0.32  -3.69  -1.84   0.41   3.87   1.90   0.08   0.63  -4.29  -2.80
198605   8.62   2.75   4.04   6.20   0.68   4.73   9.66   6.88   2.82   4.47
198606   6.00  -1.53  -0.16  -2.43  -4.03   4.90   3.79   5.56   4.49   1.13
198607  -5.80  -9.19  -7.39  -5.80  -8.38  -3.49  -9.62  -5.46   4.70  -6.55
198608   2.43   7.06   5.70  15.68   6.63   6.80   1.49   3.74   7.23   6.68
198609 -11.06  -8.46  -6.92  -1.02  -7.11  -9.92  -8.48 -12.67  -9.60  -9.07
198610   8.72   6.29   5.91   1.70   0.59   4.32   7.34   7.88   4.82   4.10
198611   0.54   4.40   2.02   2.16   3.17   3.87   1.62   1.01  -0.08  -0.84
198612  -3.47  -2.51  -2.11  -0.56  -3.76  -4.38  -6.35  -1.36  -3.92  -2.85
198701  14.36  18.65  14.23  13.80  16.42   4.99  11.42  13.05   8.88  11.00
198702   5.47   3.07   4.42  -2.60   9.11  -0.03   9.64  11.01  -2.75   4.46
198703   0.82   4.38   3.07  12.21   2.62   0.76   1.67   0.05  -2.27  -0.61
198704  -3.75   3.92  -1.46  -0.07   4.34  -2.75  -2.94  -2.51  -4.75  -4.49
198705   2.40  -1.75   0.14   2.30   0.03   3.26  -0.33   0.93  -2.57  -0.25
198706   6.55   2.73   4.91   5.66  -0.06   6.36   6.43   4.66   2.76   4.31
198707   4.99   6.80   7.12   3.21   1.01   5.58   5.80   5.67  -2.13   3.48
198708   3.51   5.37   2.35   0.99   7.15   5.05   3.13   1.92   2.97   4.14
198709  -2.96  -4.19   0.23  -3.87  -2.76   2.53  -6.54  -2.61  -2.89  -2.04
198710 -21.12 -27.10 -27.40 -19.39 -25.95 -12.75 -28.31 -20.50  -7.38 -23.71
198711  -8.35  -8.96  -5.64 -11.49 -10.14  -8.98  -8.76  -9.65  -3.24  -6.91
198712   7.24   8.23  10.68   6.61  11.78   3.67   8.43   5.21  -0.18   5.04
198801   2.82   4.26   0.26   8.48  -2.46   9.28   5.50   6.28   9.26   6.26
198802   5.72   5.82   7.05   2.59   7.11   1.27  10.23   3.75  -2.15   3.28
198803  -1.82  -4.47  -1.33   2.41  -4.73  -4.23  -1.10  -2.62  -3.86  -1.66
198804  -0.19   2.65   1.53   4.34   2.57   0.06   1.65  -2.05  -0.77  -0.54
198805  -0.58   0.78  -0.78  -1.40  -1.64   2.11  -1.65  -0.65   2.77   0.66
198806   3.10   7.96   7.27  -2.08   9.30   2.60   6.60   2.52   2.58   5.68
198807   1.52  -1.17  -2.83   3.37  -5.13  -0.41  -1.22   0.38  -0.73  -0.71
198808  -0.49  -7.18  -4.86  -2.49  -8.55  -3.21  -2.97  -1.46  -0.93  -1.17
198809   6.17   3.79   3.23  -2.51   2.79   6.82   7.99   3.78   2.10   3.87
198810   8.04   2.95   0.59   1.65  -0.08   2.38  -0.09   1.05   2.12  -0.19
198811  -1.91  -1.45  -2.60  -1.29  -3.50   0.18  -3.09  -2.54  -1.32  -2.38
198812   3.24   0.06   2.87   1.74   4.80   1.05   1.38   1.68   0.38   0.60
198901   5.57   7.14   7.06   5.95   7.03   8.64   6.23   6.64   2.30   6.69
198902  -1.59  -3.56  -2.52  -2.08  -4.07  -1.36  -2.05  -1.42  -2.58  -0.62
198903   5.14  -1.51   0.98   3.73  -5.57   5.18   2.78   4.64  -0.06   3.10
198904   5.66   0.02   5.25   2.48   5.16   9.15   5.42   5.27   3.43   4.47
198905   5.17   1.70   3.08   1.40   2.05   5.67   4.97   3.01   4.61   3.93
198906   1.19   1.15  -2.93  -1.04  -3.38  -0.35  -2.15  -2.88   2.83   0.66
198907  11.88   4.69   7.46   3.54   2.91   8.16   8.79  13.75   5.43   7.98
198908  -2.14   4.88   4.02   2.17   2.15   0.91   2.46   0.09  -1.56   3.20
198909  -0.82  -4.70  -2.86   1.32  -2.75   3.50  -2.30   2.24  -0.04   1.18
198910  -2.57  -6.13  -4.50   0.13  -4.49  -2.40  -4.21   0.32   0.60  -5.03
198911   1.45  -1.77   2.65   3.25  -2.18   1.88   1.13   4.29   2.55  -0.21
198912   1.10  -1.64   2.72   5.76  -1.19   5.37   1.15   0.84   4.27  -1.80
199001  -9.51  -4.32  -6.42  -4.35  -1.33 -13.68  -6.36  -7.47  -5.74  -9.00
199002  -0.61   4.43   2.01   2.27   3.70  -0.46   1.66  -2.33  -0.43   2.29
199003   4.21   2.78   3.73  -0.59   4.39   3.85   5.18   3.70  -1.30  -0.59
199004  -0.35  -4.54  -3.00  -3.72  -2.04  -3.88  -2.02   0.10  -5.87  -3.69
199005   8.83   7.08   7.56   5.10  12.14   9.27  11.44  12.38   4.59   8.80
199006   1.75  -2.39  -0.73  -2.45  -1.25  -5.01   1.53   4.32   0.23  -1.86
199007  -0.90  -3.96   0.09   7.93  -7.46  -5.01  -4.11   2.43   0.43  -3.68
199008  -7.58 -14.95 -12.52  -1.81 -12.38 -10.88 -12.43  -7.11  -7.32 -11.69
199009  -4.43 -10.72  -8.26  -1.67  -6.73   0.95  -8.49  -4.40  -0.01 -10.22
199010   2.35  -3.90  -1.95  -4.36  -3.56   2.31  -3.21   1.19   6.70  -6.66
199011   6.27   3.18   6.89   0.83  10.76   2.95  10.07   9.22   1.63  10.36
199012   4.11  -0.67   4.58  -2.27   4.08   1.30   3.26   2.48   0.21   5.08
199101   5.07   6.63   6.32  -2.24  14.92  -0.20   9.28   4.45  -1.79   7.27
199102  10.09   9.72   5.42   7.60   6.09   3.29   7.83   9.61   4.13   9.45
199103   4.49   1.05   1.22   1.22   0.65   1.98   8.49   5.28   1.24   2.80
199104  -1.03  -2.69   0.26   2.33  -2.93   0.65   1.86  -1.30  -0.54   1.10
199105   3.41  14.25   6.91  -2.13   3.29  -1.57   7.33   4.40  -0.50   4.78
199106  -5.22  -4.57  -4.35  -3.75  -8.88  -2.25  -4.26  -4.37  -2.90  -5.47
199107   5.61  -0.72   3.05   4.87   4.59   2.71   5.29   8.37   3.56   4.50
199108   5.20  -2.59   1.51   0.97   2.48   0.71   3.47   2.60   2.83   2.88
199109  -3.51  -2.79  -2.48  -0.75  -1.35   0.20  -3.31  -0.53   3.21  -0.78
199110  -0.66  -2.32   1.44   1.89   1.95   1.64  -2.05   6.57   0.85   2.18
199111  -0.75  -8.45  -5.83  -8.45  -4.70  -5.04  -1.40  -2.73   1.23  -5.56
199112  14.37   7.47  11.25   1.88   9.04   9.37  12.92  16.26   4.50  12.33
199201  -3.13  10.16   2.13  -4.26   6.61  -2.99   0.24  -5.60  -4.93   1.97
199202   0.95  11.80   1.69  -1.44   3.57  -1.33   2.43  -2.79  -1.80   2.95
199203  -1.82   0.70  -1.47  -2.86  -5.23  -1.34  -1.41  -5.67  -1.13  -2.37
199204   0.67   7.61   2.91   9.35  -1.05   6.36  -3.56  -2.20   2.28   0.39
199205   1.22  -2.05  -0.89   2.28  -0.27  -1.82  -0.01   0.85   1.94   1.33
199206  -3.15   1.80  -3.52  -3.55  -4.17   0.87  -1.98  -4.92   0.00  -0.24
199207   4.59   0.18   2.93   5.24   2.96   4.93   3.75   5.69   6.30   3.06
199208   0.70  -9.82  -3.91   1.69  -4.84  -1.20  -0.72  -3.59  -1.00  -3.62
199209   0.82   0.18   1.62   0.09   3.28   1.48   3.96  -5.06   0.29   3.24
199210  -0.92  -0.20   0.74  -3.56   2.11  -0.96   4.24   3.28  -0.77   2.84
199211   3.43   8.36   3.57  -3.52   6.03   4.13   7.03   4.63  -0.77   5.80
199212  -0.17   3.24   1.28   1.86  -0.08   5.15   0.55  -1.54   2.16   3.64
199301  -0.85   9.26  -0.11   2.73   4.83   0.84  -0.04  -6.90   2.12   3.15
199302  -2.19  -0.53   1.29   5.06  -0.51   5.58  -1.66  -9.20   5.70   0.24
199303  -0.29   5.37   1.91   4.03   2.13   2.96   2.68   0.55   1.26   3.69
199304  -9.31   2.09  -0.16   1.16  -3.71  -3.23  -8.21   1.24  -0.47  -3.33
199305   2.47   0.86   2.02   0.88   8.61   4.09   5.69   3.32  -0.55   1.51
199306  -1.06   3.22  -0.52  -1.17  -0.49   4.35  -2.98  -3.20   2.70   2.04
199307  -2.42   1.49  -0.10   0.45  -3.91   1.81   0.58  -6.06   1.62   1.93
199308   4.06   0.28   3.08   3.37   6.28   5.32   3.77   2.76   3.14   3.25
199309  -2.09   0.74  -2.20   1.39   1.28  -0.71  -0.37   0.65  -1.03   1.54
199310   6.02   7.33   3.09  -1.90   1.58   2.28   4.54   5.93  -2.26  -2.41
199311   0.42   0.64   0.84  -6.71  -0.11  -6.18   0.49   0.84  -6.08  -2.99
199312   1.20   4.41   3.54   0.48   2.93  -0.75  -2.13   2.35   1.17   2.42
199401  -0.55   6.81   4.73   4.80   4.70   1.73   0.55   1.71  -1.46   4.27
199402  -1.43  -4.56  -0.91  -3.77   1.56  -5.67   1.82  -5.77  -5.55  -4.08
199403  -4.39  -6.50  -4.58  -3.68  -3.94  -4.02  -4.69  -6.99  -4.48  -4.47
199404   1.17  -0.63   0.01   4.10  -1.62   1.01   0.17   2.35   1.75   1.12
199405  -1.54  -2.99   1.77   0.00   1.97   1.52  -2.08   4.05  -5.94   2.77
199406  -2.18  -3.52  -2.75  -2.73  -5.28   0.32  -2.71  -3.95  -3.69  -2.82
199407   2.86   3.50   4.47   3.28   3.85   2.92   0.74   0.97   4.76   2.51
199408   5.86  -0.44   4.43  -0.90   9.16   1.03   4.39  10.41   0.03   3.24
199409  -0.68  -5.15  -1.82  -2.13  -0.53  -1.47  -2.40   1.59  -3.36  -4.41
199410   2.07  -1.69   0.50   7.30   7.20  -0.37   1.14   0.67   1.26  -0.02
199411  -1.88  -5.30  -5.73  -5.63  -2.23  -5.59  -3.58   0.22  -0.46  -5.41
199412   1.00   3.59   3.86  -1.04   2.44   0.50  -2.93   0.28  -0.26   1.25
199501   1.74  -6.06  -0.49   0.21  -0.85   3.90   1.45   6.04   5.83   4.53
199502   2.83   4.81   5.21   3.73   6.67   1.37   2.51   2.03   0.22   4.65
199503   2.36   1.30   3.29   5.22   4.47  -0.01   3.41   2.56  -2.31   1.79
199504   1.77   1.13   2.90   2.32   8.27   1.20  -1.74   2.91   1.97   1.46
199505   4.53   4.55   2.89   3.27   2.99   0.51   2.53   1.37   5.42   4.24
199506   1.36   0.67   1.90  -3.13   9.75   3.57   4.83   4.34  -0.99   1.99
199507   1.18   2.44   3.44   2.28   7.89   4.82   3.48   5.16  -0.69   4.49
199508   0.50   0.46  -0.45  -2.40  -0.14   4.22  -2.95   0.82   0.31   3.51
199509   6.32  -0.64   2.07   1.26   1.25   5.43   2.69   7.34   5.73   4.42
199510   0.30  -5.01  -2.76  -0.26   1.43  -0.46  -5.56   1.01   1.17  -2.20
199511   4.29   5.17   6.23   3.97  -0.75   2.70   5.97   4.73   0.95   5.96
199512   1.40   2.96   1.34   5.74  -4.24   3.69  -0.87   5.82   4.57   0.97
199601   2.59   3.28   3.29  -0.40   1.94   2.02  -0.43   5.81   1.64   3.35
199602   3.00   1.68   0.65   0.34   6.26  -2.30   4.20  -1.22  -3.17   2.06
199603  -1.29   4.15   3.31   4.93  -3.46  -2.06   5.85   0.14  -0.91   1.53
199604   0.04   3.34   1.57   3.42  10.00   2.32   4.17  -0.70  -2.89   0.06
199605   6.41   1.94   2.12  -0.21   3.78  -0.04   4.27   3.74   0.71   1.41
199606   2.93  -5.06  -0.56   0.88  -4.95   0.23  -1.70  -0.29   4.76  -0.42
199607  -4.17  -4.38  -4.15  -4.70  -7.54  -8.86  -7.59  -6.23  -6.13  -4.46
199608  -0.88   2.84   3.01   2.29   4.36  -1.02   5.71   4.07   2.27   3.75
199609   3.33   2.26   5.96   3.96  10.54   1.30   3.46   7.24   0.20   4.91
199610   1.72  -0.09   1.53   5.80  -1.26  -1.07  -2.29  -0.82   3.23   3.79
199611   4.97   5.71   5.89   4.92  11.97   5.55   3.03   6.51   2.05   7.40
199612   0.23  -3.37  -0.60   0.76  -2.56   2.35  -3.55  -2.79  -0.29  -1.96
199701   5.51   2.94   4.20   4.29   9.36   2.04   0.12   9.50   0.59   5.90
199702   3.97   0.04   0.63  -6.24  -7.48   2.18   2.99   0.78  -1.06   2.47
199703  -5.46  -4.08  -3.90   5.16  -5.58  -7.92  -1.38  -7.49  -3.21  -6.05
199704   5.12   2.07   5.27   0.01   8.14   2.27   2.14   6.02  -1.71   5.08
199705   5.78   6.34   7.63   6.75  10.09   6.54   5.95   6.78   3.19   6.11
199706   3.23   3.76   5.11   1.27   1.31   3.51   4.94   8.82   2.60   5.23
199707   3.30   7.19   7.03   7.30  15.94   2.47   7.72   1.92   2.43   9.09
199708  -6.34   1.09  -5.71  -0.18  -1.34  -2.37  -2.65  -6.23  -1.64  -4.89
199709   5.27   5.20   3.17   6.26   3.45   9.46   5.11   6.54   4.19   7.79
199710  -3.18  -3.54  -5.95  -2.10  -8.44   3.11  -2.25   0.18   0.56  -2.75
199711   6.29  -1.90   4.06  -3.95   1.42  10.17   5.27   2.72   6.66   2.93
199712   3.54   3.90  -0.40  -1.55  -4.21   4.39  -0.31   3.43   7.54   5.20
199801  -2.94   0.34   0.66  -5.76   5.24   4.65   0.87   5.69  -4.65  -2.22
199802   5.04  11.97   6.96   6.28  10.38   2.54  10.31   5.31   2.23   8.08
199803   5.46   6.13   4.73   4.76   1.30   9.66   6.49   3.55   6.39   5.69
199804  -3.15   0.70   1.19   3.78   5.07  -3.19  -0.43   1.85  -2.85   1.70
199805   1.00   6.97  -2.61  -4.68  -6.99  -1.71   2.07  -2.59  -1.29  -3.09
199806   3.54   1.68  -0.65  -1.40   8.70   3.06   4.74   6.09   2.45   3.02
199807  -4.12  -1.58  -5.89  -6.89   0.46   3.62  -3.14  -0.26  -5.62  -1.82
199808 -13.08 -19.38 -14.45 -10.86 -17.64 -11.80 -14.30 -12.37   1.80 -21.45
199809   0.99   1.42   0.39  12.97  15.16   9.87   1.41  11.89   7.62   2.55
199810  10.76  11.36  11.11   1.25   6.34   6.60  10.52   3.82  -2.07   8.83
199811   6.19   4.57   3.42  -0.07  11.58   3.62   9.49   6.06   0.97   6.11
199812   0.28   4.19   2.16  -1.20  15.23  14.19   8.91   4.96   2.45   3.48
199901  -3.45   5.10   0.50  -5.53  15.08   8.62   2.33   0.18  -6.54   1.01
199902  -3.88  -4.56  -2.11  -3.73 -11.49  -2.97  -1.55   0.11  -4.18  -0.11
199903  -2.25  -0.87   4.57  15.37   8.49  -0.73   2.72   2.46  -2.10   2.29
199904   3.71  10.00   9.20  15.88   2.36   8.12   0.47  -5.57   6.84   6.66
199905   1.29  -5.66  -3.32  -3.55  -0.70   0.99  -2.93  -2.17   6.33  -3.64
199906   0.07   0.57   4.47  -1.51  11.70   5.78   7.86   4.40  -4.65   3.13
199907  -2.53  -6.21  -1.23   1.62  -1.81  -1.78  -5.06  -4.47  -0.93  -6.17
199908  -4.72   0.82  -0.50   1.41   5.43  -7.61  -6.03   3.60   0.18  -5.23
199909  -7.09  -7.80  -2.96  -3.91  -0.23   4.31   1.39  -7.19  -4.67  -4.52
199910   6.42   4.14   4.30  -1.61   3.25   9.42   3.30  10.74   1.84  11.28
199911  -1.40  -2.22  -1.19   3.29  12.84   4.26   4.12   1.38  -7.87  -2.36
199912  -2.77   2.77   9.64   0.64  20.74   4.12   6.41  -5.70  -2.77   1.28
